#RESOURCE=yCat_36560049
#Name: J/A+A/656/A49
#Title: Decoding the morphological evolution of open clusters (Hu+, 2021)
#Table	J_A_A_656_A49_table1:
#Name: J/A+A/656/A49/table1
#Title: The parameters of 1256 open clusters
#Column	Cluster	(a18)	Cluster name	[ucd=meta.id;meta.main]
#Column	ecore	(F7.4)	Ellipticity of the core	[ucd=src.ellipticity]
#Column	e_ecore	(F7.4)	Error corresponding to ellipticity of the core	[ucd=stat.error]
#Column	qcore	(F8.4)	Orientation of the core	[ucd=pos.posAng]
#Column	eall	(F7.4)	Ellipticity of the overall	[ucd=src.ellipticity]
#Column	e_eall	(F7.4)	Error corresponding to ellipticity of the overall	[ucd=stat.error]
#Column	qall	(F8.4)	Orientation of the overall	[ucd=pos.posAng]
#Column	acore	(F7.4)	Half-length axes of the core	[ucd=phys.angSize]
#Column	e_acore	(F7.4)	Error corresponding to half-length axes of the core	[ucd=stat.error]
#Column	ccore	(F7.4)	Half-short axes of the core	[ucd=phys.angSize;src]
#Column	e_ccore	(F7.4)	Error corresponding to half-short axes of the core	[ucd=stat.error]
#Column	aall	(F7.4)	Half-length axes of the overall	[ucd=phys.angSize]
#Column	e_aall	(F7.4)	Error corresponding to half-length axes of the overall	[ucd=stat.error]
#Column	call	(F7.4)	Half-short axes of the overall	[ucd=phys.angSize;src]
#Column	e_call	(F7.4)	Error corresponding to half-short axes of the overall	[ucd=stat.error]
#Column	epm	(F7.4)	Ellipticity in proper motion	[ucd=src.ellipticity]
#Column	e_epm	(F7.4)	Error of ellipticity in proper motion	[ucd=stat.error]
#Column	qpm	(F8.4)	Orientation in proper motion	[ucd=pos.pm;pos.posAng]
#
Cluster           ;ecore  ;e_ecore;qcore   ;eall   ;e_eall ;qall    ;acore  ;e_acore;ccore  ;e_ccore;aall   ;e_aall ;call   ;e_call ;epm    ;e_epm  ;qpm
Ruprecht_102      ; 0.1887; 0.1439; 82.1919; 0.0460; 0.1121;-20.4965; 0.0326; 0.0036; 0.0264; 0.0036; 0.0711; 0.0058; 0.0678; 0.0058; 0.1755; 0.2513;-85.1628
Ruprecht_105      ; 0.4770; 0.0769;-66.1075; 0.1047; 0.0389; -4.6443; 0.2082; 0.0142; 0.1089; 0.0142; 0.4670; 0.0135; 0.4181; 0.0135; 0.0608; 0.0299; 12.4471
Ruprecht_107      ; 0.1826; 0.0465;-62.1447; 0.1278; 0.0559;-11.2325; 0.0376; 0.0014; 0.0307; 0.0014; 0.1139; 0.0048; 0.0994; 0.0048; 0.1701; 0.0928;  7.5420
Ruprecht_108      ; 0.2168; 0.0239;  1.8800; 0.2077; 0.1140;-15.9487; 0.1254; 0.0024; 0.0982; 0.0024; 0.3698; 0.0331; 0.2930; 0.0331; 0.3953; 0.0858; 11.7955
Ruprecht_111      ; 0.0707; 0.0539; -7.7409; 0.1322; 0.1126;  0.3235; 0.0782; 0.0031; 0.0727; 0.0031; 0.2329; 0.0198; 0.2022; 0.0198; 0.1851; 0.1580; 74.4562
Ruprecht_112      ; 0.0661; 0.0492; 48.9395; 0.0719; 0.0643;-29.8469; 0.1023; 0.0037; 0.0956; 0.0037; 0.3308; 0.0156; 0.3070; 0.0156; 0.1668; 0.2284;-18.9232
Ruprecht_115      ; 0.2891; 0.0492;  2.9665; 0.0596; 0.0468; 30.4225; 0.0608; 0.0024; 0.0432; 0.0024; 0.1814; 0.0062; 0.1706; 0.0062; 0.1388; 0.1229;  2.0987
Ruprecht_117      ; 0.1729; 0.0117; -5.7542; 0.0586; 0.0539;-17.4253; 0.0848; 0.0008; 0.0701; 0.0008; 0.3461; 0.0136; 0.3258; 0.0136; 0.0148; 0.0440;-62.5772
Ruprecht_119      ; 0.2168; 0.1026; 21.9563; 0.0456; 0.0167;-34.6924; 0.1325; 0.0107; 0.1038; 0.0107; 0.2968; 0.0036; 0.2833; 0.0036; 0.2663; 0.0957;-89.7238
Ruprecht_121      ; 0.0117; 0.0442;-66.6056; 0.0889; 0.0706;  9.2226; 0.0833; 0.0026; 0.0823; 0.0026; 0.2688; 0.0140; 0.2449; 0.0140; 0.2032; 0.1344;-19.1945
Ruprecht_126      ; 0.1241; 0.0579; -1.5497; 0.0351; 0.0388; 39.1062; 0.0753; 0.0033; 0.0660; 0.0033; 0.1859; 0.0052; 0.1794; 0.0052; 0.1069; 0.0821; 26.2037
Ruprecht_127      ; 0.1267; 0.0797; 43.6306; 0.1332; 0.0350;  9.7354; 0.0733; 0.0044; 0.0640; 0.0044; 0.1936; 0.0051; 0.1678; 0.0051; 0.1321; 0.1147; 80.1181
Ruprecht_128      ; 0.1371; 0.0360;-25.3882; 0.0031; 0.1163;-13.4389; 0.0456; 0.0012; 0.0394; 0.0012; 0.1500; 0.0124; 0.1495; 0.0124; 0.2812; 0.0492;-34.3346
Ruprecht_130      ; 0.1484; 0.0575; 46.2747; 0.1385; 0.0839; 47.1592; 0.0378; 0.0017; 0.0322; 0.0017; 0.1075; 0.0068; 0.0926; 0.0068; 0.3166; 0.1062;-51.9444
Ruprecht_134      ; 0.1322; 0.1112;-19.8548; 0.0548; 0.0231;-24.2902; 0.0723; 0.0061; 0.0627; 0.0061; 0.1813; 0.0031; 0.1713; 0.0031; 0.1642; 0.1254; 17.4999
Ruprecht_135      ; 0.1517; 0.0785;-44.3874; 0.4510; 0.0508;-27.3224; 0.0728; 0.0044; 0.0617; 0.0044; 0.2575; 0.0115; 0.1414; 0.0115; 0.4691; 0.1528;-69.4313
Ruprecht_138      ; 0.1656; 0.0684;-12.6646; 0.1095; 0.0628; -1.4191; 0.0658; 0.0035; 0.0549; 0.0035; 0.2170; 0.0102; 0.1932; 0.0102; 0.0889; 0.0652; 31.4509
Ruprecht_143      ; 0.2633; 0.0602;  8.0905; 0.0675; 0.0315;-24.8618; 0.0631; 0.0031; 0.0465; 0.0031; 0.1811; 0.0042; 0.1689; 0.0042; 0.0796; 0.1076;-59.4194
Ruprecht_144      ; 0.1138; 0.1398; 50.7567; 0.0545; 0.0324; 66.0039; 0.2273; 0.0238; 0.2014; 0.0238; 0.4603; 0.0108; 0.4353; 0.0108; 0.0722; 0.0342; 13.0340
Ruprecht_145      ; 0.2087; 0.0268; 15.8944; 0.4810; 0.1154;  0.2735; 0.3439; 0.0072; 0.2721; 0.0072; 1.2273; 0.1258; 0.6370; 0.1258; 0.1215; 0.0785;-89.9531
Ruprecht_147      ; 0.2401; 0.0131; 21.3856; 0.4464; 0.1475;  8.1552; 0.6231; 0.0065; 0.4735; 0.0065; 2.1377; 0.2759; 1.1833; 0.2759; 0.1191; 0.0945; 39.6246
Ruprecht_148      ; 0.3224; 0.0273;-12.0162; 0.0511; 0.1070;-22.0912; 0.0540; 0.0012; 0.0366; 0.0012; 0.1307; 0.0101; 0.1240; 0.0101; 0.1596; 0.1595; 13.0403
Ruprecht_151      ; 0.1080; 0.0404;  7.1628; 0.3313; 0.0168; 70.1966; 0.0927; 0.0028; 0.0827; 0.0028; 0.3509; 0.0049; 0.2346; 0.0049; 0.1917; 0.2272; 71.5349
Ruprecht_16       ; 0.0629; 0.1195;-55.1115; 0.0948; 0.0280;-37.9602; 0.0980; 0.0086; 0.0919; 0.0086; 0.2605; 0.0054; 0.2358; 0.0054; 0.1262; 0.1272; 34.7911
Ruprecht_161      ; 0.4388; 0.0092;  4.8932; 0.1660; 0.1914;  3.0595; 0.3917; 0.0031; 0.2198; 0.0031; 0.9318; 0.1370; 0.7771; 0.1370; 0.2765; 0.2261;-62.3901
Ruprecht_164      ; 0.0979; 0.0174;-39.2879; 0.1433; 0.0617;-11.5162; 0.0417; 0.0005; 0.0376; 0.0005; 0.1806; 0.0085; 0.1547; 0.0085; 0.0108; 0.0240; 73.3740
Ruprecht_167      ; 0.2210; 0.0515;-10.4939; 0.1609; 0.0389;-79.1070; 0.1862; 0.0076; 0.1451; 0.0076; 0.5445; 0.0162; 0.4568; 0.0162; 0.0932; 0.2071; 82.2966
Ruprecht_170      ; 0.1693; 0.0709; 52.8218; 0.0301; 0.0415; 62.6627; 0.0993; 0.0054; 0.0825; 0.0054; 0.2881; 0.0086; 0.2794; 0.0086; 0.2589; 0.0486;  5.2937
Ruprecht_171      ; 0.0729; 0.0227; 11.5452; 0.1869; 0.0657;  7.4933; 0.0866; 0.0014; 0.0803; 0.0014; 0.2828; 0.0144; 0.2299; 0.0144; 0.1206; 0.0386;-39.5550
Ruprecht_172      ; 0.1481; 0.0081; 16.5625; 0.0958; 0.0408; 31.3030; 0.0579; 0.0004; 0.0493; 0.0004; 0.2588; 0.0078; 0.2340; 0.0078; 0.1273; 0.0251;-12.1959
Ruprecht_174      ; 0.0455; 0.0171;-60.3607; 0.0781; 0.0322; 31.1261; 0.0850; 0.0011; 0.0811; 0.0011; 0.3360; 0.0080; 0.3097; 0.0080; 0.1273; 0.0923;-25.5292
Ruprecht_176      ; 0.0656; 0.0385; 46.5676; 0.0260; 0.0878; 85.6412; 0.0336; 0.0009; 0.0314; 0.0009; 0.0999; 0.0063; 0.0973; 0.0063; 0.1983; 0.1095;-20.4094
Ruprecht_18       ; 0.2289; 0.0523; -4.4317; 0.1440; 0.0911; 17.6665; 0.0813; 0.0034; 0.0627; 0.0034; 0.2320; 0.0161; 0.1986; 0.0161; 0.2436; 0.0828;-37.8821
Ruprecht_19       ; 0.1775; 0.0269; 60.2938; 0.1177; 0.0945; 17.5003; 0.1656; 0.0034; 0.1362; 0.0034; 0.4989; 0.0354; 0.4402; 0.0354; 0.3156; 0.1841;-31.5765
Ruprecht_23       ; 0.4226; 0.1398;-20.8021; 0.1099; 0.0309; -8.9129; 0.1371; 0.0166; 0.0792; 0.0166; 0.4378; 0.0101; 0.3897; 0.0101; 0.2243; 0.1024;  1.5498
Ruprecht_25       ; 0.1708; 0.0162; 61.1929; 0.1595; 0.1317; 29.7631; 0.0214; 0.0003; 0.0177; 0.0003; 0.0654; 0.0066; 0.0550; 0.0066; 0.3483; 0.0726; 10.3830
Ruprecht_26       ; 0.1003; 0.0272; 24.1246; 0.0177; 0.0690; 86.8967; 0.2301; 0.0047; 0.2071; 0.0047; 0.7295; 0.0359; 0.7166; 0.0359; 0.2720; 0.1638;-68.7522
Ruprecht_27       ; 0.0960; 0.0239; 74.7970; 0.0821; 0.0727; 35.7163; 0.0895; 0.0016; 0.0809; 0.0016; 0.3352; 0.0179; 0.3077; 0.0179; 0.4653; 0.1682;-40.0661
Ruprecht_28       ; 0.1249; 0.0205;-46.1793; 0.0796; 0.0530;-19.5492; 0.0540; 0.0008; 0.0473; 0.0008; 0.1764; 0.0069; 0.1624; 0.0069; 0.1683; 0.1526; 42.5199
Ruprecht_29       ; 0.3044; 0.0729; 82.8829; 0.1249; 0.0199; 51.1795; 0.1019; 0.0061; 0.0709; 0.0061; 0.1999; 0.0030; 0.1749; 0.0030; 0.1774; 0.1612;-86.9749
Ruprecht_33       ; 0.1402; 0.0814; 26.9878; 0.1605; 0.0467;  3.7779; 0.1136; 0.0070; 0.0977; 0.0070; 0.3614; 0.0129; 0.3034; 0.0129; 0.1991; 0.1806;-44.7769
Ruprecht_34       ; 0.1528; 0.0333; 13.3521; 0.0084; 0.0315;-44.9126; 0.0992; 0.0025; 0.0840; 0.0025; 0.3257; 0.0073; 0.3230; 0.0073; 0.0545; 0.0584; 14.8575
Ruprecht_35       ; 0.0646; 0.0269; 70.2044; 0.0815; 0.0268;  3.6050; 0.0579; 0.0011; 0.0542; 0.0011; 0.2187; 0.0043; 0.2009; 0.0043; 0.3880; 0.1921;-30.8304
Ruprecht_36       ; 0.2682; 0.0128; 27.2336; 0.4529; 0.0660;  3.9253; 0.0589; 0.0006; 0.0431; 0.0006; 0.2504; 0.0145; 0.1370; 0.0145; 0.3068; 0.0702;-67.7541
Ruprecht_37       ; 0.0544; 0.0248;-81.4594; 0.1871; 0.0688;-29.7973; 0.0244; 0.0004; 0.0231; 0.0004; 0.0955; 0.0051; 0.0777; 0.0051; 0.0828; 0.2394;-44.6325
Ruprecht_4        ; 0.2927; 0.0214; 43.8656; 0.1089; 0.1079; 64.6793; 0.0414; 0.0007; 0.0293; 0.0007; 0.1057; 0.0085; 0.0942; 0.0085; 0.4810; 0.1877;-19.2255
Ruprecht_41       ; 0.5473; 0.2704;-48.7992; 0.0736; 0.0241;-62.7788; 0.1640; 0.0404; 0.0742; 0.0404; 0.2808; 0.0050; 0.2601; 0.0050; 0.2429; 0.1114;-15.3537
Ruprecht_42       ; 0.3387; 0.1214;  9.8423; 0.0714; 0.0333; 14.7178; 0.0600; 0.0061; 0.0397; 0.0061; 0.1512; 0.0037; 0.1404; 0.0037; 0.1655; 0.1023;-26.5967
Ruprecht_44       ; 0.2099; 0.0831;  3.4588; 0.0584; 0.0416; 27.4584; 0.0689; 0.0045; 0.0545; 0.0045; 0.1889; 0.0057; 0.1778; 0.0057; 0.2072; 0.1747;-12.3264
Ruprecht_45       ; 0.2131; 0.0276;  4.2932; 0.0756; 0.0423; 31.6411; 0.0934; 0.0020; 0.0735; 0.0020; 0.3126; 0.0097; 0.2890; 0.0097; 0.1560; 0.1846; 49.6849
Ruprecht_47       ; 0.1507; 0.0604;-12.5548; 0.0680; 0.0404;  6.2220; 0.0488; 0.0022; 0.0414; 0.0022; 0.1427; 0.0042; 0.1330; 0.0042; 0.0484; 0.1394;  8.7860
Ruprecht_48       ; 0.2426; 0.0172; 39.3979; 0.0889; 0.0615; 73.3635; 0.0334; 0.0005; 0.0253; 0.0005; 0.1062; 0.0048; 0.0967; 0.0048; 0.1449; 0.1394;-58.4036
Ruprecht_50       ; 0.2514; 0.0570; -5.0184; 0.3978; 0.0212;-12.5074; 0.0441; 0.0020; 0.0330; 0.0020; 0.1569; 0.0029; 0.0945; 0.0029; 0.3350; 0.1850;  6.6795
Ruprecht_54       ; 0.0780; 0.0455;-53.1632; 0.0124; 0.0162; 69.4470; 0.0606; 0.0020; 0.0559; 0.0020; 0.2190; 0.0025; 0.2163; 0.0025; 0.1672; 0.0904;-44.3942
Ruprecht_58       ; 0.1006; 0.0482;-51.5524; 0.1245; 0.0688; -2.6593; 0.0528; 0.0019; 0.0475; 0.0019; 0.1699; 0.0088; 0.1487; 0.0088; 0.2677; 0.1901; 68.7810
Ruprecht_60       ; 0.0828; 0.0132; 37.7705; 0.0906; 0.0716; 66.6108; 0.0576; 0.0006; 0.0528; 0.0006; 0.2561; 0.0136; 0.2329; 0.0136; 0.1622; 0.1191;  3.5142
Ruprecht_63       ; 0.1271; 0.0199;-63.6611; 0.0594; 0.0549; 86.0026; 0.0722; 0.0011; 0.0630; 0.0011; 0.2552; 0.0102; 0.2401; 0.0102; 0.2138; 0.1553; 26.8884
Ruprecht_66       ; 0.0998; 0.0167; 41.0451; 0.0777; 0.0512;  6.7016; 0.0671; 0.0008; 0.0604; 0.0008; 0.2868; 0.0108; 0.2645; 0.0108; 0.1873; 0.1194;  5.9061
Ruprecht_67       ; 0.2572; 0.0340;-82.9126; 0.1010; 0.1187; 83.1518; 0.0701; 0.0019; 0.0521; 0.0019; 0.1883; 0.0166; 0.1693; 0.0166; 0.1707; 0.2359; 10.8153
Ruprecht_68       ; 0.0703; 0.0204;-64.1403; 0.1166; 0.1463; 52.6963; 0.0685; 0.0010; 0.0637; 0.0010; 0.2172; 0.0238; 0.1918; 0.0238; 0.3181; 0.0802;-44.5922
Ruprecht_71       ; 0.2666; 0.0681; -6.4940; 0.1227; 0.0447;-16.2583; 0.0767; 0.0042; 0.0562; 0.0042; 0.2269; 0.0076; 0.1991; 0.0076; 0.0343; 0.1735;-86.3312
Ruprecht_75       ; 0.1047; 0.0256;-41.1842; 0.1268; 0.0428; 72.5256; 0.0241; 0.0005; 0.0216; 0.0005; 0.0734; 0.0024; 0.0641; 0.0024; 0.4069; 0.1235; 56.2739
Ruprecht_76       ; 0.2403; 0.0210; 30.7248; 0.1704; 0.1060;  9.2954; 0.0506; 0.0009; 0.0385; 0.0009; 0.1565; 0.0128; 0.1298; 0.0128; 0.1824; 0.1644;-29.9854
Ruprecht_77       ; 0.3060; 0.0400;-56.0764; 0.0874; 0.0200;-46.4820; 0.0770; 0.0025; 0.0534; 0.0025; 0.1741; 0.0026; 0.1589; 0.0026; 0.0517; 0.1703;-67.3657
Ruprecht_79       ; 0.0119; 0.0459; 49.1879; 0.0510; 0.0542;-17.3035; 0.0533; 0.0017; 0.0527; 0.0017; 0.1714; 0.0067; 0.1626; 0.0067; 0.1667; 0.1561;  3.4447
Ruprecht_82       ; 0.1533; 0.0220; 36.8910; 0.1271; 0.0469; -9.0157; 0.0630; 0.0011; 0.0533; 0.0011; 0.1817; 0.0064; 0.1586; 0.0064; 0.1472; 0.1862;-82.5689
Ruprecht_83       ; 0.2475; 0.0185;-79.5320; 0.0918; 0.0628; 80.5514; 0.0352; 0.0005; 0.0265; 0.0005; 0.1037; 0.0048; 0.0942; 0.0048; 0.2980; 0.2049; 41.0113
Ruprecht_84       ; 0.1553; 0.0461; -3.6234; 0.1800; 0.0644; 15.9620; 0.0465; 0.0016; 0.0393; 0.0016; 0.1459; 0.0073; 0.1197; 0.0073; 0.3398; 0.2671; 30.3667
Ruprecht_85       ; 0.1444; 0.0242; 35.8269; 0.0737; 0.0747;-31.6198; 0.0287; 0.0005; 0.0246; 0.0005; 0.1004; 0.0055; 0.0930; 0.0055; 0.2083; 0.0935;  8.6162
Ruprecht_91       ; 0.1067; 0.0558;-22.3444; 0.1142; 0.0620;  6.8388; 0.1720; 0.0072; 0.1536; 0.0072; 0.5709; 0.0265; 0.5057; 0.0265; 0.3651; 0.2166; -6.7505
Ruprecht_93       ; 0.0981; 0.0991;-63.1234; 0.0854; 0.0377;-84.5724; 0.0696; 0.0051; 0.0627; 0.0051; 0.1525; 0.0042; 0.1395; 0.0042; 0.3377; 0.0887; 16.0703
Ruprecht_94       ; 0.1664; 0.2454;-78.6659; 0.0224; 0.0491; 88.6205; 0.4009; 0.0756; 0.3342; 0.0756; 0.7370; 0.0259; 0.7205; 0.0259; 0.0855; 0.0490; 16.9190
Ruprecht_96       ; 0.0911; 0.0317; 29.0885; 0.0332; 0.0654;-16.9831; 0.0477; 0.0011; 0.0434; 0.0011; 0.1746; 0.0082; 0.1688; 0.0082; 0.0081; 0.0700; 15.4082
Ruprecht_97       ; 0.0937; 0.0621;-51.3877; 0.0969; 0.0359; 17.4152; 0.0595; 0.0027; 0.0539; 0.0027; 0.1950; 0.0052; 0.1761; 0.0052; 0.1291; 0.0433;-69.5786
Ruprecht_98       ; 0.4709; 0.0196;  7.7295; 0.5921; 0.0601; -0.2315; 0.6793; 0.0118; 0.3594; 0.0118; 2.4224; 0.1347; 0.9880; 0.1347; 0.0823; 0.1257; 59.0850
SAI_108           ; 0.3722; 0.0796;  8.0648; 0.0566; 0.0296; -5.8878; 0.1047; 0.0071; 0.0657; 0.0071; 0.2314; 0.0050; 0.2183; 0.0050; 0.2373; 0.0758; 22.2590
SAI_109           ; 0.1515; 0.0424; 18.2020; 0.0477; 0.0366;-61.6575; 0.0559; 0.0018; 0.0474; 0.0018; 0.1840; 0.0049; 0.1752; 0.0049; 0.0183; 0.1019;-30.8292
SAI_113           ; 0.1867; 0.0338;-58.2337; 0.2104; 0.0387;-83.9755; 0.0188; 0.0005; 0.0153; 0.0005; 0.0802; 0.0024; 0.0633; 0.0024; 0.3147; 0.0409; -2.4240
SAI_116           ; 0.1645; 0.0620;-33.4726; 0.0795; 0.0466;-25.1661; 0.0539; 0.0026; 0.0451; 0.0026; 0.1839; 0.0063; 0.1692; 0.0063; 0.1454; 0.0820;-18.4518
SAI_118           ; 0.1742; 0.0461; 33.8279; 0.1398; 0.0540; 62.1812; 0.0926; 0.0033; 0.0765; 0.0033; 0.2978; 0.0122; 0.2561; 0.0122; 0.1648; 0.1167; 22.2264
SAI_132           ; 0.2401; 0.0498;-26.6642; 0.0848; 0.0599;  3.5375; 0.1022; 0.0041; 0.0777; 0.0041; 0.2839; 0.0125; 0.2598; 0.0125; 0.1191; 0.1329;  9.3909
SAI_14            ; 0.1951; 0.0436; 24.5702; 0.2344; 0.0347; 31.6843; 0.0528; 0.0018; 0.0425; 0.0018; 0.1625; 0.0045; 0.1244; 0.0045; 0.2203; 0.0740; 50.7361
SAI_149           ; 0.2920; 0.3138;-76.7657; 0.0975; 0.0291; 35.5200; 0.1172; 0.0300; 0.0830; 0.0300; 0.2748; 0.0059; 0.2480; 0.0059; 0.0987; 0.0661; 83.0290
SAI_16            ; 0.4976; 0.0675;-15.0130; 0.1555; 0.0220; -0.6299; 0.1004; 0.0061; 0.0504; 0.0061; 0.2041; 0.0034; 0.1724; 0.0034; 0.1441; 0.1400;  6.3628
SAI_17            ; 0.1852; 0.0646;  0.0100; 0.0815; 0.1163; 22.7744; 0.0247; 0.0012; 0.0201; 0.0012; 0.0609; 0.0052; 0.0559; 0.0052; 0.0833; 0.1924;-25.4451
SAI_24            ; 0.3912; 0.0322; 11.8994; 0.2246; 0.0935;  6.5212; 0.0834; 0.0023; 0.0507; 0.0023; 0.2305; 0.0170; 0.1788; 0.0170; 0.1224; 0.1476; 28.3335
SAI_25            ; 0.5213; 0.1567;-69.6419; 0.2318; 0.0085;-50.9532; 0.1944; 0.0275; 0.0931; 0.0275; 0.3727; 0.0025; 0.2863; 0.0025; 0.1075; 0.0783;-10.5004
SAI_4             ; 0.2631; 0.0629;  9.1611; 0.0666; 0.0554; 71.9765; 0.0589; 0.0030; 0.0434; 0.0030; 0.1425; 0.0058; 0.1330; 0.0058; 0.2234; 0.1086;-20.0496
SAI_47            ; 0.2358; 0.0218;-49.0063; 0.0682; 0.1370;-10.0374; 0.0349; 0.0006; 0.0267; 0.0006; 0.0985; 0.0099; 0.0918; 0.0099; 0.2831; 0.0847; 11.9648
SAI_81            ; 0.0989; 0.0462;-55.7432; 0.0688; 0.0518;-54.8809; 0.0773; 0.0027; 0.0696; 0.0027; 0.2583; 0.0098; 0.2405; 0.0098; 0.1091; 0.1995;-27.9826
SAI_86            ; 0.0895; 0.0134;  9.6036; 0.0905; 0.0650; 11.0362; 0.0545; 0.0005; 0.0496; 0.0005; 0.2149; 0.0103; 0.1955; 0.0103; 0.0977; 0.1070;-85.0961
SAI_91            ; 0.0146; 0.0456;-18.4989; 0.2011; 0.0313; -2.4076; 0.0456; 0.0015; 0.0449; 0.0015; 0.1575; 0.0039; 0.1259; 0.0039; 0.2805; 0.1667; 40.3946
SAI_94            ; 0.0940; 0.0355;-51.1012; 0.0591; 0.0450;-74.1755; 0.0556; 0.0015; 0.0504; 0.0015; 0.1875; 0.0062; 0.1765; 0.0062; 0.2843; 0.0410; 16.5828
Saurer_2          ; 0.1810; 0.0253;-63.3704; 0.1579; 0.1134;-52.8412; 0.0326; 0.0006; 0.0267; 0.0006; 0.0987; 0.0086; 0.0831; 0.0086; 0.1229; 0.1255; 32.1470
Sher_1            ; 0.4497; 0.0256;-27.2730; 0.3274; 0.0637; 30.3526; 0.0123; 0.0003; 0.0068; 0.0003; 0.0285; 0.0015; 0.0192; 0.0015; 0.2386; 0.2941;-68.7173
Skiff_J0058+68    ; 0.1017; 0.0188;  4.6785; 0.1363; 0.0783;-12.3589; 0.1541; 0.0022; 0.1385; 0.0022; 0.7265; 0.0431; 0.6275; 0.0431; 0.1515; 0.1629; -8.2100
Skiff_J0458+43    ; 0.1615; 0.1376; 74.1281; 0.1459; 0.0246; 85.2463; 0.1259; 0.0133; 0.1056; 0.0133; 0.2074; 0.0039; 0.1772; 0.0039; 0.1425; 0.0759;  3.1964
Skiff_J0507+30    ; 0.3130; 0.0532; 35.1202; 0.0912; 0.0924; 17.9670; 0.0927; 0.0041; 0.0637; 0.0041; 0.2083; 0.0142; 0.1893; 0.0142; 0.1035; 0.1892; 47.6334
Skiff_J0614+12    ; 0.1992; 0.0227; 66.8566; 0.0772; 0.1144;-61.0618; 0.0339; 0.0006; 0.0272; 0.0006; 0.0997; 0.0084; 0.0920; 0.0084; 0.2713; 0.1423; 46.7545
Skiff_J0619+18    ; 0.4236; 0.3523;-87.4128; 0.0457; 0.0307;-48.3453; 0.3258; 0.0994; 0.1878; 0.0994; 0.7645; 0.0170; 0.7296; 0.0170; 0.1544; 0.0354;  4.3730
Skiff_J1942+38    ; 0.1246; 0.0135;-72.0687; 0.0063; 0.1840;-80.7413; 0.0814; 0.0008; 0.0712; 0.0008; 0.2904; 0.0379; 0.2885; 0.0379; 0.1769; 0.1230; 13.7649
Skiff_J2330+60    ; 0.1953; 0.0281;-57.4694; 0.1404; 0.2082;-22.6009; 0.0307; 0.0007; 0.0247; 0.0007; 0.0966; 0.0153; 0.0830; 0.0153; 0.2078; 0.2586; 22.4852
Stephenson_1      ; 0.2517; 0.0254; 64.1574; 0.0876; 0.0482; 56.7012; 0.2491; 0.0051; 0.1864; 0.0051; 0.6764; 0.0241; 0.6172; 0.0241; 0.0345; 0.1095; 64.9852
Stock_1           ; 0.3441; 0.0169; 16.1268; 0.4189; 0.1000; 29.4296; 0.9881; 0.0139; 0.6480; 0.0139; 3.3643; 0.2908; 1.9551; 0.2908; 0.3576; 0.1049;  9.9216
Stock_10          ; 0.2734; 0.0509;-25.9469; 0.1293; 0.0788;  3.3955; 0.5357; 0.0221; 0.3892; 0.0221; 1.2864; 0.0765; 1.1202; 0.0765; 0.3579; 0.1545; 26.3044
Stock_12          ; 0.3754; 0.0202; -1.6890; 0.3546; 0.1396;-17.2522; 0.3735; 0.0064; 0.2333; 0.0064; 1.1200; 0.1313; 0.7228; 0.1313; 0.2463; 0.1384;-39.4952
Stock_14          ; 0.3352; 0.2996; 27.5729; 0.0409; 0.0190; 26.2889; 0.1345; 0.0336; 0.0895; 0.0336; 0.2352; 0.0032; 0.2256; 0.0032; 0.0639; 0.1130; 10.1081
Stock_18          ; 0.0267; 0.0268;-70.3887; 0.0895; 0.0277;-22.1199; 0.0595; 0.0011; 0.0579; 0.0011; 0.2264; 0.0046; 0.2061; 0.0046; 0.0796; 0.1133;-13.9760
Stock_2           ; 0.2314; 0.0094; -4.3295; 0.3842; 0.0457;  2.0273; 0.6362; 0.0048; 0.4889; 0.0048; 2.2952; 0.0893; 1.4135; 0.0893; 0.3120; 0.0630;-44.3150
Stock_20          ; 0.3322; 0.0236;-66.6004; 0.2096; 0.0613;-59.9225; 0.0560; 0.0011; 0.0374; 0.0011; 0.1519; 0.0073; 0.1201; 0.0073; 0.1334; 0.3399; -3.4834
Stock_21          ; 0.2062; 0.0230;-29.7877; 0.1327; 0.1598;  3.6657; 0.0410; 0.0007; 0.0325; 0.0007; 0.1107; 0.0134; 0.0960; 0.0134; 0.4419; 0.1775;-30.5636
Stock_23          ; 0.4922; 0.1450;-45.2048; 0.2958; 0.1055;  5.1379; 0.8848; 0.1144; 0.4493; 0.1144; 2.1537; 0.1858; 1.5166; 0.1858; 0.1190; 0.1470; 31.9478
Stock_24          ; 0.2786; 0.0295; 16.2042; 0.1014; 0.0806;-24.5608; 0.0500; 0.0012; 0.0361; 0.0012; 0.1615; 0.0097; 0.1451; 0.0097; 0.4029; 0.1436; 77.8247
Stock_4           ; 0.3304; 0.0487;-15.9670; 0.1991; 0.0789;-36.0803; 0.1922; 0.0078; 0.1287; 0.0078; 0.4430; 0.0273; 0.3548; 0.0273; 0.2055; 0.3104; 37.6092
Stock_5           ; 0.2973; 0.0210; 22.4523; 0.3749; 0.2153; 30.0879; 0.2179; 0.0037; 0.1532; 0.0037; 0.7320; 0.1337; 0.4576; 0.1337; 0.1694; 0.2949; 58.7921
Stock_7           ; 0.0505; 0.0223;-76.1032; 0.2698; 0.0950; 13.7260; 0.1957; 0.0032; 0.1858; 0.0032; 0.6814; 0.0523; 0.4975; 0.0523; 0.2396; 0.2147; 59.6711
